"spellID","Name","Description"
115840,"Cobalt Overload","The quilen overloads, inflicting 36,641 Arcane damage to all enemies and interrupting Cobalt Petrification. Does not free fully petrified enemies."
115842,"Jade Overload","The quilen overloads, inflicting 36,641 Nature damage to all enemies and interrupting Jade Petrification. Does not free fully petrified enemies."
115843,"Jasper Overload","The quilen overloads, inflicting 36,641 Fire damage to all enemies and interrupting Jasper Petrification. Does not free fully petrified enemies."
115844,"Amethyst Overload","The quilen overloads, inflicting 36,641 Shadow damage to all enemies and interrupting Amethyst Petrification. Does not free fully petrified enemies."
116011,"Rune of Power","Places a Rune of Power on the ground for 10 sec which increases your spell damage by 50% while you stand within 8 yds. Max 2 charges."
116095,"Disable","Reduces the target's movement speed by 50% for 15 sec, duration refreshed by your melee attacks.  Targets already snared will be rooted for 8 sec instead."
116470,"Angry Monkey Totem","Summons an Angry Monkey Totem with 5 health at your feet for 9 sec that repeatedly attacks an enemy within 201 yards for 856 Fire damage."
116670,"Vivify","Causes a surge of invigorating mists around the target, healing them and their 2 nearest injured allies for 20,173."
116694,"Effuse","A fast and efficient spell, healing the target for 40,813."
116847,"Rushing Jade Wind","Summons a whirling tornado around you, causing 126,729 damage over 5.8 sec to enemies within 8 yards."
116849,"Life Cocoon","Encases the target in a cocoon of Chi energy for 12 sec, absorbing 228,605 damage and increasing all healing over time received by 50%."
118552,"Flesh to Stone","Inflicts 7,328 Physical damage and slowly turns enemies to stone, reducing movement speed by 5% per stack. Causes petrification at 10 stacks."
118638,"Wrath Shield","Surrounds the caster with 3 balls of lightning that have a 50% chance of striking melee or ranged attackers for Nature damage. Each time the lightning shield strikes, a ball of lightning dissipates.The shield expires after until cancelled. or after it has struck 3 times."
118903,"Hex of Lethargy","Inflicts 6,962 Shadow damage and reduces casting speed by 25% for 20 sec. Stacks up to 4 times."
118940,"Cleansing Flame","Heals allies within 60 yards for 34,809."
119414,"Breath of Fear","Inflicts 72,549 Shadow damage to all enemies over 1.5 sec. Afflicted enemies are also feared for 5 sec. Enemies protected by pure light are unaffected."
119661,"Shield of Protection","Reduces damage by 90.  Lasts for 10 damaging attacks."
119732,"JFH Test Spell","Testing"
119898,"Command Demon","Commands your demon to perform its most powerful ability. This spell will transform based on your active pet. 



Imp: Cauterize Master

Voidwalker: Suffering

Succubus: Whiplash

Felhunter: Spell Lock

Felguard: Felstorm"
119899,"Cauterize Master","Burns the Master's wounds, dealing a small amount of damage, then restoring 8% health over 12 sec."
120145,"Ancient Teleport: Dalaran","Teleports you to Dalaran."
120146,"Ancient Portal: Dalaran","Creates a portal, teleporting group members that use it to Dalaran."
120360,"Barrage","Rapidly fires a spray of shots for 2.9 sec, dealing 377,649 Physical damage to the target and an average of 188,824 Physical damage to each other enemy in front of you. Usable while moving."
120455,"Submerge","The Sha disappears beneath the waters of the Dread Expanse."
120517,"Halo","Creates a ring of Holy energy around you that quickly expands to a 30 yd radius, healing allies for 21,082 and dealing 31,624 Holy damage to enemies."
120679,"Dire Beast","Summons a powerful wild beast to attack your target for 8 sec.



Generates 12 Focus over its duration."
121253,"Keg Smash","Smash a keg of brew on the target, dealing 137,747 damage to all enemies within 8 yds and reducing their movement speed by 50% for 15 sec.



Reduces the remaining cooldown on your Brews by 4 sec."
121936,"Monkey Island Totem","Summons an Monkey Island Totem with 5 health at your feet for 9 sec that repeatedly attacks an enemy within 201 yards for 856 Fire damage."
122065,"Bro Grab NOT USED","You pull the spirit of the friendly party or raid target to you, instantly moving them directly in front of you."
123040,"Mindbender","Summons a Mindbender to attack the target for 12 sec. You regenerate 0.75% of maximum mana each time the Mindbender attacks."
123904,"Invoke Xuen, the White Tiger","Summons an effigy of Xuen, the White Tiger for 45 sec. Xuen attacks your primary target, and strikes 3 enemies within 10 yards every 1 sec with Tiger Lightning for 8,164 Nature damage."
124682,"Enveloping Mist","Wraps the target in healing mists, healing for 75,420 over 6 sec, and increasing healing received from your other spells by 30%."
125011,"Force Bolt","Launches of a bolt sonic force at an enemy, dealing 505 Arcane damage."
125021,"Gift of Amber","Increases maximum health of an ally by 10%."
125278,"Censure of Agony","Calls down a pillar of crimson shadow, torturing all enemies in a selected area and inflicting additional damage every 2 sec. for 8 sec."
125290,"Leeching Fingers","Drains health from an enemy over 5 sec., transferring it to the caster."
125517,"Throw","Throws your weapon, inflicting its 150% of its damage on the target."
126135,"Lightwell","Creates a Holy Lightwell.  Every 1 sec the Lightwell will attempt to heal party and raid members lower than 50% health for 3 over 3 min.  Lightwell lasts for 3 min or until 0 heals are expended."
126371,"Deluge","Heals the friendly target for 3,653, then jumps to heal the most injured nearby targets.  If cast on a party or raid member, the heal will only jump to other members.  Each jump reduces the effectiveness of the heal by 30%.  Heals 4 total targets."
128077,"Frostjaw Broken","Silences and freezes the target in place for 8 sec. Lasts half as long versus Player targets."
128658,"Fel Incinerate","Deals Fire damage to your target."
128999,"Thunder","Strikes an enemy with a lightning bolt that arcs to another nearby enemy. The spell affects up to 3 targets, causing Nature damage to each."
129534,"Heal Me!","Calls upon Nature magic to heal an ally."
129578,"Faaaaaaaarrrrrghhhhh Sight","Changes the caster's viewpoint to the targeted location. Lasts 1 min. Only useable outdoors."
130736,"Soul Reaper","Strike an enemy's soul for 72,984 Shadow damage, afflicting them with Soul Reaper for 5 sec.



Bursting a Festering Wound on an enemy afflicted by Soul Reaper grants 7% Haste for 15 sec, stacking up to 3 times."
130958,"Arcane Brilliance","Infuses the target with brilliance, increasing their spell power by 10% and their critical strike chance by 5% for 1 hour.  



If target is in your party or raid, all party and raid members will be affected."
131447,"Fel Storm","Calls down a molten rain, burning all enemies in a selected area for Fire damage every 3 sec. for 9 sec."
131559,"Ice Column","Calls down a column of ice that lasts 4 sec., inflicting Frost damage every 1 sec. to all enemies in a 2 yard area."
131894,"A Murder of Crows","Summons a flock of crows to attack your target, dealing 622,496 Physical damage over 15 sec. When a target dies while affected by this ability, its cooldown will reset."
132410,"Pursuit","Charge an enemy, instantly causing 100% weapon damage and increasing the Felguard's movement speed by 30% for 6 sec.



Auto-Cast:

Use anytime the Felguard's target is further than 8 yards away.



(Right-Click to toggle)"
132620,"Portal: Vale of Eternal Blossoms","Creates a portal, teleporting group members that use it to Vale of Eternal Blossoms."
132621,"Teleport: Vale of Eternal Blossoms","Teleports you to Vale of Eternal Blossoms."
133889,"Medi-Beam","Heal an ally."
133890,"Protection Field","Wraps an ally in a shield that lasts up to 10 sec, absorbing Physical or magical damage. While the shield holds, spells will not be interrupted by Physical attacks."
133939,"Furious Stone Breath","Inflicts 21,985 Nature damage to all enemies every 0.5 sec for 4.5 sec."
134611,"Unleashed Flame","Deals 0 damage split evenly between targets within 8 yards."
134664,"Molten Inferno","Inflicts 11,725 Fire damage to all enemies."
136209,"Evolution","When the caster mutates, damage dealt is increased by 5%."
136426,"Polymorph: Goat","Transforms the enemy into a helpless goat that cannot cast spells or attack and movement speed is reduced by 60% for up to 10 sec."
136506,"Spirit Twisting","Wrenches at the target's life essence, draining health every 1 and transferring it to the caster over 6 sec."
136509,"Spirit Bolt","Bolts of spirit energy blast the target, dealing Spellshadow damage."
136748,"Storm Shield","Wraps an ally in a shield that lasts up to 30 sec., absorbing damage. While the shield holds, spell channeling will not be affected by damage taken."
136764,"Spirit Link Idol","Summons an idol with 49,679 health at the feet of the caster. Every 1 sec, the health of all affected targets is redistributed, such that each target ends up with the same percentage of their maximum health. Lasts 6 sec."
136828,"Lightning Lance","Blasts an enemy with lightning, inflicting Nature damage."
137619,"Marked for Death","Marks the target, instantly generating 5 combo points. Cooldown reset if the target dies within 1 min."
138333,"Murderous Strike","An unerringly accurate strike that turns the life force of the target against them, inflicting Shadow damage every 2 sec for 10 sec. The damage dealt is equal to the health of the target at the time of the attack. This damage ignores most damage-reducing effects."
138334,"Fatal Strike","An unerringly accurate strike that disrupts an enemy target's very being. Undefended, this attack is fatal, though active defensive abilities (Shield Block, Shield of the Righteous, Shuffle, Blood Shield, or Savage Defense) will offer some measure of protection."
138443,"Blooming Breath","Heals nearby allies for 50%."
138537,"Strike","Strike the enemy, causing damage."
138815,"Teleport: Shado-Pan Garrison","Teleports the caster to Vale of Eternal Blossoms."
139414,"Soul Sear","Inflicts Shadow damage to an enemy for 3 sec."
140274,"Vicious Wound","A vicious attack that causes the target to bleed profusely. Inflicts 140% weapon damage and an additional 4,248 damage every 2 seconds."
141264,"Sand Bolt","Inflicts Fire damage to an enemy."
141386,"Frost Totem","Summons a Frost Totem for 30 sec that repeatedly inflicts Frost damage upon enemies within 20 yards."
141423,"Hekima's Wisdom","Infuses a wounded ally with healing energy that spreads to another nearby ally. The spell affects up to 3 targets, but the healing energy is diminished by 50% for each successive target."
141428,"Bonechilling Blizzard","Calls down a blizzard that lasts 8 sec., inflicting Frost damage every 2 sec. to all enemies in a selected area."
142651,"Molt","The caster molts from a larvae to an adult."
143343,"Deafening Screech","Inflicts 244,275 Physical damage to all enemies and interrupts spellcasting for 2 sec."
143356,"Regenerate","The caster heals to full."
143380,"Glass Shard","Inflicts Nature damage to an enemy."
143503,"War Song","A powerful war cry inflicts 50% of enemies' maximum health as damage."
143591,"Kor'kron Banner","Place a banner that causes allies' attacks to generate additional rage for General Nazgrim."
143872,"Ravager","Throw a whirling blade, inflicting  488,550 Physical damage to enemies within 6 yards every 1 sec. and granting General Nazgrim 5 rage for each enemy struck."
